"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1NJMC0056","2019-04","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","14","2,N","10","2,N","1","2,N","","","","","","","","","20190420",",2,N","","","","","29.5","2,,N,20,","119.7","2,,,N","",""
"US1NJMC0056","2019-05","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","","","","","","","","","","","","","","","","","","","","","","","182.5","4,a,,N","",""
"US1NJMC0056","2019-06","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","15",",N","10",",N","3",",N","","","","","","","","","20190614",",,N","","","","","63.0",",,N,14,","202.5",",,,N","",""
"US1NJMC0056","2019-07","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","11","4,N","7","4,N","2","4,N","","","","","","","","","20190712",",4,N","","","","","47.8","4,,N,12,","128.7","2,a,,N","",""
"US1NJMC0056","2019-08","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","","","","","","","","","","","","","","","","","","","","","","","80.4","5,a,,N","",""
"US1NJMC0056","2019-09","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","6","1,N","3","1,N","0","1,N","","","","","","","","","20190903",",1,N","","","","","12.7","1,,N,03,","32.2","1,,,N","",""
"US1NJMC0056","2019-10","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","13","1,N","10","1,N","1","1,N","","","","","","","","","20191017",",1,N","","","","","27.4","1,,N,17,","136.6","1,,,N","",""
"US1NJMC0056","2019-11","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","8",",N","5",",N","0",",N","","","","","","","","","20191124",",,N","","","","","20.1",",,N,24,","43.8",",,,N","",""
"US1NJMC0056","2020-01","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","11",",N","6",",N","1",",N","","","","","","","","","20200126",",,N","","","","","29.5",",,N,26,","52.1",",,,N","",""
"US1NJMC0056","2020-02","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","15",",N","8",",N","0",",N","","","","","","","","","20200211",",,N","","","","","17.3",",,N,11,","70.0",",,,N","",""
"US1NJMC0056","2020-03","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","15",",N","7",",N","2",",N","","","","","","","","","20200319",",,N","","","","","27.2",",,N,19,","112.3",",,,N","",""
"US1NJMC0056","2020-04","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","13","4,N","8","4,N","0","4,N","","","","","","","","","20200414",",4,N","","","","","23.9","4,,N,14,","106.9","2,a,,N","",""
"US1NJMC0056","2020-05","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","11","1,N","6","1,N","0","1,N","","","","","","","","","20200509",",1,N","","","","","14.7","1,,N,09,","49.8","1,,,N","",""
"US1NJMC0056","2020-06","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","7",",N","5",",N","2",",N","","","","","","","","","20200606",",,N","","","","","26.4",",,N,06,","87.7",",,,N","",""
"US1NJMC0056","2020-07","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","11",",N","7",",N","1",",N","","","","","","","","","20200711",",,N","","","","","59.9",",,N,11,","124.7",",,,N","",""
"US1NJMC0056","2020-08","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","16","2,N","10","2,N","2","2,N","","","","","","","","","20200814",",2,N","","","","","37.3","2,,N,14,","135.9",",a,,N","",""
"US1NJMC0056","2020-09","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","9","1,N","4","1,N","2","1,N","","","","","","","","","20200904",",1,N","","","","","60.7","1,,N,04,","142.3","1,,,N","",""
"US1NJMC0056","2020-10","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","13",",N","7",",N","2",",N","","","","","","","","","20201030",",,N","","","","","48.0",",,N,30,","133.6",",,,N","",""
"US1NJMC0056","2020-11","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","6","4,N","6","4,N","1","4,N","","","","","","","","","20201112",",4,N","","","","","28.7","4,,N,12,","84.3","2,a,,N","",""
"US1NJMC0056","2020-12","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","12","1,N","6","1,N","3","1,N","","","","","","","","","20201201",",1,N","","","","","35.1","1,,N,01,","132.6","1,,,N","",""
"US1NJMC0056","2021-01","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","4","1,N","4","1,N","0","1,N","","","","","","","","","20210102",",1,N","","","","","18.5","1,,N,02,","40.1","1,,,N","",""
"US1NJMC0056","2021-02","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","12","3,N","9","3,N","1","3,N","23","5,N","","","20210202",",5,N","","","20210202",",3,N","241","5,,N,02,","","","35.1","3,,N,02,","133.4","3,,,N","",""
"US1NJMC0056","2021-03","40.32654","-74.63114","25.0","WEST WINDSOR TWP 2.6 N, NJ US","","","","","","","","","","","","","","","","","","","","","","","77.7",",a,,N","",""
