"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00140637","1943-09","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00140637","1944-05","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00140637","1946-07","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19460731","+,,6","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","",""
"USC00140637","1947-11","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19471130","+,,6","","","","","","","","","0.0",",,6,30,+","","","","","","","0.0",",,,6","","","","","","","",""
"USC00140637","1948-08","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","6",",0","3",",0","2",",0","","","","","","","","","","","","","","","","","","","","","","","","","19480813",",,0","","","","","","","","","29.0",",,0,13,","","","","","","","66.4",",,,0","","","","","","","",""
"USC00140637","1948-09","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","3",",0","2",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19480908",",,0","","","","","","","","","11.4",",,0,08,","","","","","","","16.7",",,,0","","","","","","","",""
"USC00140637","1948-10","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","4",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19481030",",,0","","","","","","","","","22.9",",,0,30,","","","","","","","30.5",",,,0","","","","","","","",""
"USC00140637","1948-11","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","2","2,0","1","2,0","1","2,0","","","","","","","","","","","","","","","","","","","","","","","","","19481101",",2,0","","","","","","","","","64.5","2,,0,01,","","","","","","","98.3",",a,,0","","","","","","","",""
"USC00140637","1948-12","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","1",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19481223",",,0","","","","","","","","","7.4",",,0,23,","","","","","","","7.4",",,,0","","","","","","","",""
"USC00140637","1949-01","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","10","2,0","7","2,0","2","2,0","","","","","","","","","","","","","","","","","","","","","","","","","19490103",",2,0","","","","","","","","","36.8","2,,0,03,","","","","","","","161.5",",a,,0","","","","","","","",""
"USC00140637","1949-02","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","8",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490226",",,0","","","","","","","","","24.6",",,0,26,","","","","","","","58.5",",,,0","","","","","","","",""
"USC00140637","1949-03","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","9","1,0","5","1,0","1","1,0","","","","","","","","","","","","","","","","","","","","","","","","","19490330",",1,0","","","","","","","","","25.7","1,,0,30,","","","","","","","66.3","1,,,0","","","","","","","",""
"USC00140637","1949-04","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","8",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490427",",,0","","","","","","","","","28.4",",,0,27,","","","","","","","72.7",",,,0","","","","","","","",""
"USC00140637","1949-05","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","12",",0","9",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490523",",,0","","","","","","","","","37.6",",,0,23,","","","","","","","120.3",",,,0","","","","","","","",""
"USC00140637","1949-08","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","5",",0","4",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490813",",,0","","","","","","","","","13.2",",,0,13,","","","","","","","35.9",",,,0","","","","","","","",""
"USC00140637","1949-11","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","2",",0","2",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19491111",",,0","","","","","","","","","10.2",",,0,11,","","","","","","","13.8",",,,0","","","","","","","",""
"USC00140637","1949-12","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","2","4,0","0","4,0","0","4,0","","","","","","","","","","","","","","","","","","","","","","","","","19491210",",4,0","","","","","","","","","0.5","4,,0,10,","","","","","","","43.3",",a,,0","","","","","","","",""
"USC00140637","1950-01","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","1",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500112",",,0","","","","","","","","","6.9",",,0,12,","","","","","","","6.9",",,,0","","","","","","","",""
"USC00140637","1950-02","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","2","2,0","1","2,0","0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","19500211",",2,0","","","","","","","","","2.5","2,,0,11,","","","","","","","16.7",",a,,0","","","","","","","",""
"USC00140637","1950-03","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","2","4,0","2","4,0","0","4,0","","","","","","","","","","","","","","","","","","","","","","","","","19500315",",4,0","","","","","","","","","17.8","4,,0,15,","","","","","","","25.3",",a,,0","","","","","","","",""
"USC00140637","1950-04","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","2","5,0","1","5,0","0","5,0","","","","","","","","","","","","","","","","","","","","","","","","","19500403",",5,0","","","","","","","","","2.5","5,,0,03,","","","","","","","58.1",",a,,0","","","","","","","",""
"USC00140637","1950-05","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","10",",0","9",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500526",",,0","","","","","","","","","17.3",",,0,26,","","","","","","","83.0",",,,0","","","","","","","",""
"USC00140637","1950-06","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","6",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500602",",,0","","","","","","","","","59.9",",,0,02,","","","","","","","123.2",",,,0","","","","","","","",""
"USC00140637","1950-09","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","4",",0","4",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500915",",,0","","","","","","","","","24.9",",,0,15,","","","","","","","45.2",",,,0","","","","","","","",""
"USC00140637","1950-10","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","3",",0","2",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19501002",",,0","","","","","","","","","25.4",",,0,02,","","","","","","","31.0",",,,0","","","","","","","",""
"USC00140637","1950-11","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","1",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19501103",",,0","","","","","","","","","9.9",",,0,03,","","","","","","","9.9",",,,0","","","","","","","",""
"USC00140637","1951-02","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","4","3,0","4","3,0","1","3,0","","","","","","","","","","","","","","","","","","","","","","","","","19510219",",3,0","","","","","","","","","39.9","3,,0,19,","","","","","","","72.8",",a,,0","","","","","","","",""
"USC00140637","1951-03","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","4","3,0","2","3,0","0","3,0","","","","","","","","","","","","","","","","","","","","","","","","","19510328",",3,0","","","","","","","","","13.2","3,,0,28,","","","","","","","38.9",",a,,0","","","","","","","",""
"USC00140637","1951-04","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","8",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19510430",",,0","","","","","","","","","55.9",",,0,30,","","","","","","","94.8",",,,0","","","","","","","",""
"USC00140637","1951-05","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","9",",0","8",",0","3",",0","","","","","","","","","","","","","","","","","","","","","","","","","19510516",",,0","","","","","","","","","44.7",",,0,16,","","","","","","","149.9",",,,0","","","","","","","",""
"USC00140637","1951-07","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","7",",0","6",",0","5",",0","","","","","","","","","","","","","","","","","","","","","","","","","19510712",",,0","","","","","","","","","71.1",",,0,12,","","","","","","","269.3",",,,0","","","","","","","",""
"USC00140637","1951-08","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","9",",0","9",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19510821",",,0","","","","","","","","","43.2",",,0,21,","","","","","","","143.4",",,,0","","","","","","","",""
"USC00140637","1951-09","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","6",",0","4",",0","2",",0","","","","","","","","","","","","","","","","","","","","","","","","","19510904",",,0","","","","","","","","","56.4",",,0,04,","","","","","","","133.6",",,,0","","","","","","","",""
"USC00140637","2003-08","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","8",",0","7",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","","","20030831","+,,0","20030831","+,,0","1","","20030831",",,0","","","","","0",",,0,31,+","0",",,0,31,+","47.0",",,0,31,","","","","","","","155.0",",,,0","0",",,,0","","","","","",""
"USC00140637","2003-11","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20031130","+,,0","20031130","+,,0","","","20031118",",,0","","","","","0",",,0,30,+","0",",,0,30,+","8.9",",,0,18,","","","","","","","16.1",",,,0","0",",,,0","","","","","",""
"USC00140637","2003-12","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","4",",0","3",",0","0",",0","6","5,0","2",",0","","","","","","","","","","","","","","","20031213",",5,0","20031213",",,0","","","20031213",",,0","","","","","178","5,,0,13,","152",",,0,13,","15.5",",,0,13,","","","","","","","44.5",",,,0","177",",,,0","","","","","",""
"USC00140637","2004-01","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","5",",0","3",",0","1",",0","1","2,0","1",",0","","","","","","","","","","","","","","","20040127",",2,0","20040127",",,0","","","20040118",",,0","","","","","25","2,,0,27,","25",",,0,27,","39.4",",,0,18,","","","","","","","66.5",",,,0","25",",,,0","","","","","",""
"USC00140637","2004-02","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","6",",0","4",",0","0",",0","5","3,0","2",",0","","","","","","","","","","","","","","","20040206","+,3,0","20040205",",,0","","","20040202",",,0","","","","","102","3,,0,06,+","102",",,0,05,","16.3",",,0,02,","","","","","","","40.5",",,,0","191",",,,0","","","","","",""
"USC00140637","2004-03","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","9",",0","5",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","","","20040331","+,,0","20040331","+,,0","","","20040304",",,0","","","","","0",",,0,31,+","0",",,0,31,+","56.6",",,0,04,","","","","","","","162.3",",,,0","0",",,,0","","","","","",""
"USC00140637","2004-04","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","9",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20040430","+,,0","20040430","+,,0","","","20040424",",,0","","","","","0",",,0,30,+","0",",,0,30,+","31.0",",,0,24,","","","","","","","92.7",",,,0","0",",,,0","","","","","",""
"USC00140637","2004-05","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","4",",0","4",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","20040531","+,,0","20040531","+,,0","","","20040513",",,0","","","","","0",",,0,31,+","0",",,0,31,+","92.2",",,0,13,","","","","","","","146.8",",,,0","0",",,,0","","","","","",""
"USC00140637","2004-06","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","20040630","+,,0","20040630","+,,0","","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","173.7",",a,,0","0",",,,0","","","","","",""
"USC00140637","2004-07","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","11",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","20040731","+,,0","20040731","+,,0","","","20040710",",,0","","","","","0",",,0,31,+","0",",,0,31,+","51.8",",,0,10,","","","","","","","169.2",",,,0","0",",,,0","","","","","",""
"USC00140637","2004-08","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","7",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","20040831","+,,0","20040831","+,,0","","","20040828",",,0","","","","","0",",,0,31,+","0",",,0,31,+","28.2",",,0,28,","","","","","","","82.6",",,,0","0",",,,0","","","","","",""
"USC00140637","2004-09","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20040930","+,,0","20040930","+,,0","","","20040906",",,0","","","","","0",",,0,30,+","0",",,0,30,+","17.5",",,0,06,","","","","","","","20.6",",,,0","0",",,,0","","","","","",""
"USC00140637","2004-10","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","12",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","20041031","+,,0","20041031","+,,0","","","20041008",",,0","","","","","0",",,0,31,+","0",",,0,31,+","30.7",",,0,08,","","","","","","","121.6",",,,0","0",",,,0","","","","","",""
"USC00140637","2004-11","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","12",",0","6",",0","2",",0","2","2,0","1",",0","","","","","","","","","","","","","","","20041130","+,2,0","20041124",",,0","","","20041111",",,0","","","","","25","2,,0,30,+","25",",,0,24,","35.1",",,0,11,","","","","","","","110.7",",,,0","38",",,,0","","","","","",""
"USC00140637","2004-12","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","1",",0","1",",0","0",",0","0","2,0","0",",0","","","","","","","","","","","","","","","20041231","+,2,0","20041231","+,,0","","","20041206",",,0","","","","","0","2,,0,31,+","0",",,0,31,+","19.1",",,0,06,","","","","","","","19.1",",,,0","0",",,,0","","","","","",""
"USC00140637","2005-01","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","5","4,0","4","4,0","1","4,0","2","5,0","2","4,0","","","","","","","","","","","2","","","","20050131",",5,0","20050131",",4,0","","","20050105",",4,0","","","","","102","5,,0,31,","89","4,,0,31,","52.1","4,,0,05,","","","","","","","78.3","4,,,0","165","4,,,0","","","","","",""
"USC00140637","2005-02","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","8",",0","6",",0","0",",0","0","3,0","0",",0","","","","","","","","","","","3","","","","20050223","+,3,0","20050223","+,,0","","","20050223",",,0","","","","","0","3,T,0,23,+","0",",T,0,23,+","8.1",",,0,23,","","","","","","","30.9",",,,0","0",",T,,0","","","","","",""
"USC00140637","2005-03","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","3",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","1","","","","20050309",",,0","20050309",",,0","","","20050322",",,0","","","","","0",",T,0,09,","0",",T,0,09,","49.5",",,0,22,","","","","","","","74.7",",,,0","0",",T,,0","","","","","",""
"USC00140637","2005-04","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","4",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1","","","","20050430","+,,0","20050430","+,,0","","","20050406",",,0","","","","","0",",,0,30,+","0",",,0,30,+","10.7",",,0,06,","","","","","","","24.7",",,,0","0",",,,0","","","","","",""
"USC00140637","2005-05","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","6",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","20050531","+,,0","20050531","+,,0","","","20050524",",,0","","","","","0",",,0,31,+","0",",,0,31,+","43.2",",,0,24,","","","","","","","129.7",",,,0","0",",,,0","","","","","",""
